!anime-metadata-db-index	1
!stats	franchises=1	series=502	seasons=594	episodes=8987	characters=727	staff=484	earliest=2006	latest=2026
!franchises	id	file	titles
fate	fate.yaml	フェイト|en=Fate
!series	id	file	franchise	titles
0-saiji-start-dash-monogatari	0-saiji-start-dash-monogatari.yaml		0歳児スタートダッシュ物語|ja-Latn=0-saiji Start Dash Monogatari
versailles-no-bara	versailles-no-bara.yaml		ベルサイユのばら|ja-Latn=Versailles no Bara
very-chubby-belly	very-chubby-belly.yaml		ベリーチャビーベリー|ja-Latn=Very Chubby Belly
vigilante-boku-no-hero-academia-illegals	vigilante-boku-no-hero-academia-illegals.yaml		ヴィジランテ -僕のヒーローアカデミア ILLEGALS-|ja-Latn=Vigilante: Boku no Hero Academia Illegals
virgin-punk-clockwork-girl	virgin-punk-clockwork-girl.yaml		ヴァージン・パンク Clockwork Girl|ja-Latn=Virgin Punk: Clockwork Girl
wadachi-wo-koete-yuke	wadachi-wo-koete-yuke.yaml		轍を越えてゆけ|ja-Latn=Wadachi wo Koete Yuke
wandance	wandance.yaml		ワンダンス|ja-Latn=Wandance
watari-kun-no-xx-ga-houkai-sunzen	watari-kun-no-xx-ga-houkai-sunzen.yaml		渡くんの××が崩壊寸前|ja-Latn=Watari-kun no xx ga Houkai Sunzen
watashi-ga-koibito-ni-nareru-wake-naijan-murimuri-muri-ja	watashi-ga-koibito-ni-nareru-wake-naijan-murimuri-muri-ja.yaml		わたしが恋人になれるわけないじゃん、ムリムリ! (※ムリじゃなかった!?)|ja-Latn=Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)
watashi-no-shiawase-na-kekkon	watashi-no-shiawase-na-kekkon.yaml		わたしの幸せな結婚|ja-Latn=Watashi no Shiawase na Kekkon
watashi-wo-tabetai-hitodenashi	watashi-wo-tabetai-hitodenashi.yaml		私を喰べたい、ひとでなし|ja-Latn=Watashi wo Tabetai, Hitodenashi
wind-breaker	wind-breaker.yaml		ウィンドブレイカー|ja-Latn=Wind Breaker
wistoria	wistoria.yaml		杖と剣のウィストリア|en=Wistoria: Wand and Sword
witch-watch	witch-watch.yaml		ウィッチウォッチ|ja-Latn=Witch Watch
xi-yangyang-yu-hui-tailang-gu-guguai-jie-you-guguai	xi-yangyang-yu-hui-tailang-gu-guguai-jie-you-guguai.yaml		喜羊羊与灰太狼之古古怪界有古怪|zh-Latn=Xi Yangyang Yu Hui Tailang: Gu Guguai Jie You Guguai
xi-yangyang-yu-hui-tailang-kuang-ye-xin-yuzhou	xi-yangyang-yu-hui-tailang-kuang-ye-xin-yuzhou.yaml		喜羊羊与灰太狼之狂野新宇宙|zh-Latn=Xi Yangyang Yu Hui Tailang: Kuang Ye Xin Yuzhou
xi-yangyang-yu-hui-tailang-qi-xia-da-yingjiu	xi-yangyang-yu-hui-tailang-qi-xia-da-yingjiu.yaml		喜羊羊与灰太狼之奇侠大营救|zh-Latn=Xi Yangyang Yu Hui Tailang: Qi Xia da Yingjiu
yami-shibai-16	yami-shibai-16.yaml		暗芝居 第十六季|ja-Latn=Yami Shibai 16
yami-shibai	yami-shibai.yaml		やみしばい|ja-Latn=Yami Shibai
yano-kun-no-futsuu-no-hibi	yano-kun-no-futsuu-no-hibi.yaml		矢野くんの普通の日々|ja-Latn=Yano-kun no Futsuu no Hibi
yasei-no-last-boss-ga-arawareta	yasei-no-last-boss-ga-arawareta.yaml		野生のラスボスが現れた！|ja-Latn=Yasei no Last Boss ga Arawareta!
yell-for-you	yell-for-you.yaml		エールフォーユー|ja-Latn=Yell For You
yeon-ui-pyeonji	yeon-ui-pyeonji.yaml		연의 편지|ko-Latn=Yeon-ui Pyeonji
yofukashi-no-uta	yofukashi-no-uta.yaml		よふかしのうた|ja-Latn=Yofukashi no Uta
yomi-no-tsugai	yomi-no-tsugai.yaml		黄泉のツガイ|en=Daemons of the Shadow Realm|ja-Latn=Yomi no Tsugai
yoroi-shin-den-samurai-troopers	yoroi-shin-den-samurai-troopers.yaml		鎧真伝サムライトルーパー|ja-Latn=Yoroi Shin Den Samurai Troopers
yoru-no-humming	yoru-no-humming.yaml		夜のハミング|ja-Latn=Yoru no Humming
youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e	youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e.yaml		ようこそ実力至上主義の教室へ|en=Classroom of the Elite|ja-Latn=Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e
your-forma	your-forma.yaml		ユア・フォルマ|ja-Latn=Your Forma
youtunya	youtunya.yaml		ユーチューニャー|ja-Latn=YouTuNya
yowayowa-sensei	yowayowa-sensei.yaml		よわよわ先生|ja-Latn=Yowayowa Sensei
yozakura-san-chi-no-daisakusen	yozakura-san-chi-no-daisakusen.yaml		夜桜さんちの大作戦|en=Mission: Yozakura Family|ja-Latn=Yozakura-san Chi no Daisakusen
yurukawa-mell-chan	yurukawa-mell-chan.yaml		ゆるかわメルちゃん|ja-Latn=Yurukawa Mell-chan
yuusha-kei-ni-shosu-choubatsu-yuusha-9004-tai-keimu-kiroku	yuusha-kei-ni-shosu-choubatsu-yuusha-9004-tai-keimu-kiroku.yaml		勇者刑に処す 懲罰勇者9004隊刑務記録|en=Sentenced to Be a Hero|ja-Latn=Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku
yuusha-no-kuzu	yuusha-no-kuzu.yaml		勇者のクズ|en=Scum of the Brave|ja-Latn=Yuusha no Kuzu
yuusha-party-ni-kawaii-ko-ga-ita-node-kokuhaku-shitemita	yuusha-party-ni-kawaii-ko-ga-ita-node-kokuhaku-shitemita.yaml		勇者パーティーにかわいい子がいたので, 告白してみた.|ja-Latn=Yuusha Party ni Kawaii Ko ga Ita node, Kokuhaku shitemita.
yuusha-party-wo-oidasareta-kiyoubinbou	yuusha-party-wo-oidasareta-kiyoubinbou.yaml		勇者パーティを追い出された器用貧乏|ja-Latn=Yuusha Party wo Oidasareta Kiyoubinbou
yuusha-party-wo-tsuihou-sareta-shiromadoushi-s-rank	yuusha-party-wo-tsuihou-sareta-shiromadoushi-s-rank.yaml		勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる～この白魔導師が規格外すぎる～|ja-Latn=Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru
zashikiro	zashikiro.yaml		極彩色肉筆絵巻 座敷牢|ja-Latn=Zashikiro
zatsu-tabi-that-s-journey	zatsu-tabi-that-s-journey.yaml		ざつ旅|ja-Latn=Zatsu Tabi: That's Journey
zenryoku-usagi-2023	zenryoku-usagi-2023.yaml		全力ウサギ (アニメプロジェクト)|ja-Latn=Zenryoku Usagi (2023)
zenshuu	zenshuu.yaml		全修。|ja-Latn=Zenshuu.
zombie-no-afureta-sekai-de-ore-dake-ga-osowarenai	zombie-no-afureta-sekai-de-ore-dake-ga-osowarenai.yaml		ゾンビのあふれた世界で俺だけが襲われない|en=In a World Full of Zombies I'm the Only One Who Doesn't Get Attacked|ja-Latn=Zombie no Afureta Sekai de Ore dake ga Osowarenai
zombieland-saga-movie-yumeginga-paradise	zombieland-saga-movie-yumeginga-paradise.yaml		ゾンビランドサガ ゆめぎんがパラダイス|ja-Latn=Zombieland Saga Movie: Yumeginga Paradise
zutaboro-reijou-wa-ane-no-moto-konyakusha-ni-dekiai-sareru	zutaboro-reijou-wa-ane-no-moto-konyakusha-ni-dekiai-sareru.yaml		ずたぼろ令嬢は姉の元婚約者に溺愛される|ja-Latn=Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru
!entries	kind	row	first_year	latest_year	works	episodes
series	1	2024	2025	2	24
series	2	2025	2025	1	12
series	3	2026	2026	1	12
series	4	2025	2025	1	12
series	5	2025	2025	1	13
series	6	2025	2025	1	24
series	7	2022	2025	2	24
series	8	2025	2025	1	
series	9	2025	2025	1	
series	10	2026	2026	1	12
series	11	2026	2026	1	12
series	12	2025	2025	1	12
series	13	2025	2025	1	12
series	14	2026	2026	1	12
series	15	2025	2025	1	
series	16	2025	2025	1	11
series	17	2025	2025	1	12
series	18	2025	2025	1	12
series	19	2025	2025	1	13
series	20	2025	2025	1	24
series	21	2025	2025	1	
series	22	2025	2025	1	12
series	23	2011	2025	5	73
series	24	2024	2026	2	38
series	25	2023	2025	2	45
series	26	2025	2025	1	12
series	27	2025	2025	1	24
series	28	2025	2025	1	10
series	29	2026	2026	1	12
series	30	2025	2025	1	13
series	31	2025	2025	1	12
series	32	2025	2025	1	
series	33	2026	2026	1	12
series	34	2025	2025	1	
series	35	2025	2025	1	12
series	36	2025	2025	1	12
series	37	2025	2025	1	12
series	38	2025	2025	1	13
series	39	2025	2025	1	
series	40	2025	2025	1	12
series	41	2017	2026	2	171
series	42	2016	2025	8	170
series	43	2025	2025	1	
series	44	2025	2025	1	
series	45	2025	2025	1	12
series	46	2025	2025	1	
series	47	2025	2025	1	12
series	48	2021	2026	2	24
series	49	2025	2025	1	12
series	50	2025	2025	1	13
series	51	2024	2025	2	20
series	52	2026	2026	1	1
series	53	2025	2025	1	13
series	54	2025	2025	1	12
series	55	2026	2026	1	10
series	56	2025	2025	1	
series	57	2026	2026	1	12
series	58	2025	2025	1	12
series	59	2025	2025	1	
series	60	2023	2025	3	104
series	61	2025	2025	1	12
series	62	2025	2025	1	12
series	63	2025	2025	1	5
series	64	2025	2025	1	
series	65	2025	2025	1	13
series	66	2025	2025	1	26
series	67	2025	2025	1	12
series	68	2025	2025	1	12
series	69	2025	2025	1	13
series	70	2025	2025	1	12
series	71	2025	2025	1	13
series	72	2025	2025	1	12
series	73	2025	2025	1	13
series	74	2025	2025	1	12
series	75	2025	2025	1	12
series	76	2025	2025	1	
series	77	2024	2025	2	24
series	78	2025	2025	1	12
series	79	2026	2026	1	12
series	80	2026	2026	1	12
series	81	2026	2026	1	13
series	82	2026	2026	1	12
series	83	2025	2025	1	12
series	84	2025	2025	1	12
series	85	2019	2025	7	63
series	86	2013	2026	4	190
series	87	2025	2025	1	24
series	88	2025	2025	1	
series	89	2025	2025	1	
series	90	2025	2025	1	26
series	91	2025	2026	2	24
series	92	2025	2026	3	36
series	93	2025	2025	1	
series	94	2025	2025	1	13
series	95	2026	2026	1	1
series	96	2019	2026	4	73
series	97	2026	2026	1	12
series	98	2025	2025	1	24
series	99	2025	2025	1	12
franchise	1	2006	2026	6	74
series	100	2006	2017	3	36
series	101	2011	2012	2	25
series	102	2026	2026	1	13
series	103	2025	2025	1	
series	104	2025	2025	1	12
series	105	2025	2025	1	
series	106	2025	2025	1	6
series	107	2025	2025	1	12
series	108	2021	2025	3	62
series	109	2025	2025	1	
series	110	2025	2025	1	24
series	111	2025	2025	1	
series	112	2025	2025	1	11
series	113	2026	2026	1	12
series	114	2025	2025	1	24
series	115	2025	2025	1	25
series	116	2025	2025	1	
series	117	2025	2025	1	12
series	118	2026	2026	1	13
series	119	2025	2025	1	24
series	120	2026	2026	1	10
series	121	2026	2026	1	12
series	122	2025	2025	1	12
series	123	2025	2025	1	
series	124	2025	2025	1	
series	125	2025	2025	1	
series	126	2025	2025	1	
series	127	2025	2025	1	21
series	128	2023	2025	2	39
series	129	2018	2026	6	62
series	130	2025	2025	1	
series	131	2025	2025	1	12
series	132	2026	2026	1	12
series	133	2018	2025	2	24
series	134	2025	2025	1	13
series	135	2025	2025	1	12
series	136	2025	2025	1	8
series	137	2025	2025	1	8
series	138	2026	2026	1	12
series	139	2025	2025	1	12
series	140	2025	2025	1	12
series	141	2025	2025	1	12
series	142	2026	2026	1	12
series	143	2025	2025	1	
series	144	2025	2025	1	12
series	145	2025	2025	1	12
series	146	2026	2026	1	12
series	147	2025	2025	1	
series	148	2025	2025	1	12
series	149	2026	2026	1	12
series	150	2023	2026	2	24
series	151	2026	2026	1	12
series	152	2025	2025	1	12
series	153	2026	2026	1	12
series	154	2026	2026	1	12
series	155	2024	2026	2	24
series	156	2024	2025	2	102
series	157	2026	2026	1	12
series	158	2026	2026	1	12
series	159	2025	2025	1	12
series	160	2019	2026	4	60
series	161	2026	2026	1	12
series	162	2025	2025	1	
series	163	2025	2025	1	13
series	164	2025	2025	1	
series	165	2026	2026	1	1
series	166	2025	2025	1	
series	167	2023	2025	3	36
series	168	2025	2025	1	
series	169	2025	2025	1	
series	170	2026	2026	1	12
series	171	2026	2026	1	12
series	172	2025	2025	1	
series	173	2025	2025	1	
series	174	2026	2026	1	13
series	175	2026	2026	1	12
series	176	2025	2025	1	
series	177	2025	2025	1	13
series	178	2026	2026	1	12
series	179	2023	2026	2	24
series	180	2019	2025	3	35
series	181	2024	2025	2	24
series	182	2025	2025	1	12
series	183	2025	2025	1	
series	184	2025	2025	1	12
series	185	2020	2025	3	36
series	186	2023	2026	3	36
series	187	2025	2026	2	26
series	188	2023	2026	2	25
series	189	2025	2025	1	13
series	190	2026	2026	1	13
series	191	2026	2026	1	12
series	192	2026	2026	1	12
series	193	2024	2025	2	48
series	194	2020	2026	5	59
series	195	2025	2025	1	
series	196	2024	2025	2	40
series	197	2024	2025	3	23
series	198	2025	2025	1	50
series	199	2025	2025	1	
series	200	2022	2025	2	36
series	201	2025	2025	1	12
series	202	2025	2025	1	12
series	203	2026	2026	1	12
series	204	2026	2026	1	24
series	205	2026	2026	1	12
series	206	2025	2025	1	12
series	207	2026	2026	1	12
series	208	2026	2026	1	12
series	209	2025	2025	1	12
series	210	2024	2025	2	12
series	211	2020	2026	5	60
series	212	2025	2025	1	12
series	213	2025	2025	1	12
series	214	2025	2025	1	13
series	215	2025	2025	1	5
series	216	2025	2025	1	12
series	217	2026	2026	1	12
series	218	2024	2025	2	25
series	219	2025	2025	1	12
series	220	2025	2025	1	24
series	221	2025	2025	1	12
series	222	2023	2026	2	24
series	223	2026	2026	1	12
series	224	2023	2025	2	24
series	225	2025	2025	2	49
series	226	2025	2025	1	12
series	227	2025	2025	1	
series	228	2012	2025	6	155
series	229	2025	2025	1	
series	230	2024	2025	2	22
series	231	2026	2026	1	12
series	232	2026	2026	1	12
series	233	2025	2025	1	12
series	234	2025	2025	1	12
series	235	2026	2026	1	12
series	236	2025	2025	1	12
series	237	2025	2025	1	
series	238	2021	2025	6	78
series	239	2026	2026	1	12
series	240	2025	2025	1	
series	241	2025	2025	1	12
series	242	2026	2026	1	12
series	243	2025	2025	1	12
series	244	2025	2025	1	52
series	245	2025	2025	1	13
series	246	2026	2026	1	12
series	247	2024	2026	3	36
series	248	2025	2025	1	12
series	249	2026	2026	1	12
series	250	2008	2025	5	70
series	251	2023	2025	2	48
series	252	2025	2025	1	
series	253	2025	2025	1	13
series	254	2025	2025	1	12
series	255	2025	2025	1	
series	256	2026	2026	1	24
series	257	2025	2025	1	
series	258	2025	2025	1	
series	259	2025	2025	1	
series	260	2025	2025	1	
series	261	2025	2025	1	
series	262	2025	2025	1	12
series	263	2025	2025	1	12
series	264	2026	2026	1	12
series	265	2025	2025	1	12
series	266	2025	2025	1	12
series	267	2026	2026	1	1
series	268	2019	2026	4	89
series	269	2026	2026	1	13
series	270	2025	2025	1	
series	271	2025	2025	1	
series	272	2026	2026	1	26
series	273	2026	2026	1	12
series	274	2026	2026	1	1
series	275	2026	2026	1	12
series	276	2025	2025	1	24
series	277	2025	2025	1	12
series	278	2026	2026	1	12
series	279	2024	2026	2	24
series	280	2025	2025	1	12
series	281	2026	2026	1	12
series	282	2025	2026	2	22
series	283	2026	2026	1	1
series	284	2025	2025	1	
series	285	2026	2026	1	51
series	286	2026	2026	1	26
series	287	2023	2026	3	37
series	288	2025	2025	1	12
series	289	2025	2025	1	12
series	290	2025	2025	1	52
series	291	2025	2025	1	5
series	292	2025	2025	1	12
series	293	2025	2025	1	13
series	294	2025	2025	1	12
series	295	2025	2025	1	
series	296	2025	2025	1	10
series	297	2025	2025	1	5
series	298	2025	2025	1	
series	299	2025	2025	1	12
series	300	2025	2025	2	30
series	301	2024	2025	2	24
series	302	2026	2026	1	4
series	303	2025	2025	1	12
series	304	2025	2025	1	12
series	305	2026	2026	1	13
series	306	2025	2025	1	24
series	307	2016	2025	2	62
series	308	2025	2025	1	
series	309	2025	2025	1	13
series	310	2025	2025	1	
series	311	2026	2026	1	1
series	312	2026	2026	1	12
series	313	2025	2025	1	12
series	314	2025	2025	1	
series	315	2025	2025	1	
series	316	2025	2025	1	12
series	317	2025	2025	1	12
series	318	2026	2026	1	12
series	319	2026	2026	1	3
series	320	2025	2025	1	48
series	321	2025	2025	1	12
series	322	2025	2025	1	12
series	323	2025	2025	1	
series	324	2026	2026	1	12
series	325	2025	2026	2	1
series	326	2025	2025	1	13
series	327	2026	2026	1	12
series	328	2025	2025	1	12
series	329	2026	2026	1	12
series	330	2026	2026	1	12
series	331	2026	2026	1	12
series	332	2015	2025	3	36
series	333	2026	2026	1	12
series	334	2025	2025	1	12
series	335	2024	2025	2	25
series	336	2025	2025	1	12
series	337	2026	2026	1	12
series	338	2023	2026	3	35
series	339	2026	2026	1	12
series	340	2018	2025	12	137
series	341	2015	2025	4	87
series	342	2026	2026	1	12
series	343	2022	2026	2	24
series	344	2023	2026	2	24
series	345	2025	2025	1	
series	346	2026	2026	1	1
series	347	2025	2025	1	12
series	348	2025	2025	1	26
series	349	2025	2025	1	
series	350	2025	2025	1	48
series	351	2025	2025	1	
series	352	2024	2025	2	24
series	353	2022	2025	3	76
series	354	2025	2025	1	
series	355	2025	2025	1	26
series	356	2024	2025	2	24
series	357	2025	2025	1	
series	358	2024	2025	2	24
series	359	2016	2026	5	85
series	360	2026	2026	1	12
series	361	2026	2026	1	12
series	362	2025	2025	1	
series	363	2026	2026	1	12
series	364	2025	2025	1	13
series	365	2026	2026	1	12
series	366	2025	2025	1	13
series	367	2025	2025	1	12
series	368	2025	2025	1	51
series	369	2025	2025	1	13
series	370	2025	2026	2	24
series	371	2025	2025	1	
series	372	2025	2025	2	22
series	373	2025	2025	1	12
series	374	2025	2025	1	12
series	375	2024	2026	2	24
series	376	2025	2025	1	12
series	377	2025	2025	1	12
series	378	2026	2026	1	12
series	379	2026	2026	1	12
series	380	2025	2025	1	13
series	381	2025	2025	1	
series	382	2024	2025	2	24
series	383	2025	2025	1	12
series	384	2025	2025	1	13
series	385	2026	2026	1	11
series	386	2024	2025	4	50
series	387	2025	2025	1	
series	388	2025	2025	1	24
series	389	2025	2025	1	12
series	390	2023	2025	3	38
series	391	2025	2025	1	
series	392	2025	2025	1	12
series	393	2025	2025	1	12
series	394	2026	2026	1	12
series	395	2024	2025	2	22
series	396	2026	2026	1	14
series	397	2025	2025	1	12
series	398	2025	2025	1	12
series	399	2025	2025	1	24
series	400	2025	2025	1	13
series	401	2023	2026	2	24
series	402	2021	2025	2	24
series	403	2026	2026	1	13
series	404	2022	2025	2	24
series	405	2025	2025	1	12
series	406	2025	2025	1	
series	407	2025	2025	1	12
series	408	2023	2026	2	38
series	409	2025	2025	1	12
series	410	2022	2025	4	50
series	411	2025	2025	1	26
series	412	2025	2025	1	
series	413	2025	2025	1	
series	414	2025	2025	1	
series	415	2025	2025	1	
series	416	2025	2025	2	26
series	417	2025	2025	1	12
series	418	2025	2025	1	
series	419	2025	2025	1	
series	420	2026	2026	1	12
series	421	2025	2025	1	12
series	422	2025	2025	1	
series	423	2026	2026	1	13
series	424	2025	2025	1	12
series	425	2019	2025	4	62
series	426	2025	2025	1	12
series	427	2024	2025	2	24
series	428	2026	2026	1	12
series	429	2018	2026	5	96
series	430	2025	2025	1	12
series	431	2026	2026	1	12
series	432	2025	2025	1	
series	433	2025	2025	1	
series	434	2025	2025	1	
series	435	2025	2025	1	25
series	436	2025	2025	1	12
series	437	2023	2025	2	24
series	438	2026	2026	1	13
series	439	2025	2025	1	
series	440	2025	2025	1	
series	441	2025	2025	1	24
series	442	2025	2025	1	24
series	443	2026	2026	1	12
series	444	2025	2025	1	12
series	445	2023	2026	2	24
series	446	2025	2025	1	
series	447	2025	2025	1	12
series	448	2025	2025	1	12
series	449	2025	2025	1	12
series	450	2025	2025	1	12
series	451	2025	2025	1	24
series	452	2025	2025	2	23
series	453	2025	2025	1	12
series	454	2024	2025	2	24
series	455	2026	2026	1	12
series	456	2025	2025	1	26
series	457	2025	2025	1	
series	458	2025	2025	1	10
series	459	2025	2025	1	
series	460	2025	2025	1	
series	461	2025	2026	2	26
series	462	2025	2025	1	
series	463	2025	2025	1	
series	464	2025	2025	1	12
series	465	2025	2025	1	26
series	466	2025	2026	2	17
series	467	2023	2025	2	25
series	468	2025	2025	1	13
series	469	2024	2025	2	25
series	470	2024	2026	2	24
series	471	2025	2025	1	25
series	472	2026	2026	1	60
series	473	2025	2025	1	60
series	474	2025	2025	1	60
series	475	2026	2026	1	13
series	476	2013	2025	12	156
series	477	2025	2025	1	12
series	478	2025	2025	1	12
series	479	2025	2025	1	
series	480	2025	2025	1	
series	481	2022	2025	2	25
series	482	2026	2026	1	24
series	483	2026	2026	1	12
series	484	2025	2025	1	
series	485	2017	2026	4	50
series	486	2025	2025	1	13
series	487	2023	2025	3	37
series	488	2026	2026	1	12
series	489	2024	2026	2	39
series	490	2025	2025	1	13
series	491	2026	2026	1	12
series	492	2026	2026	1	24
series	493	2026	2026	1	13
series	494	2026	2026	1	12
series	495	2025	2025	1	12
series	496	2025	2025	1	
series	497	2025	2025	1	12
series	498	2023	2025	2	24
series	499	2025	2025	1	12
series	500	2026	2026	1	12
series	501	2025	2025	1	
series	502	2025	2025	1	12
!works	kind	id	series	number	date	year	quarter	format	episodes	titles	anilist	anidb	tmdb	tvdb	wikidata
season	0-saiji-start-dash-monogatari-s1	1	1		2024	SUMMER		12		177879	18736			
season	0-saiji-start-dash-monogatari-s2	1	2		2025	WINTER		12		185462	19119			
season	2200-nen-neko-no-kuni-nippon-s1	2	1		2025	FALL		12		199009	19518		468366	
season	29-sai-dokushin-chuuken-boukensha-no-nichijou-s1	3	1		2026	WINTER		12		192261	19324		463334	
season	3-nen-z-gumi-ginpachi-sensei-s1	4	1		2025	FALL		12		162890	17919		465543	
season	9-ruler-s-crown-s1	5	1		2025	SUMMER		13		177761	18660		450624	
season	a-rank-party-wo-ridatsu-shita-ore-wa-moto-oshiego-tachi-to-s1	6	1		2025	WINTER		24		180812	18852		454085	
season	aharen-san-wa-hakarenai-s1	7	1		2022	SPRING		12		137281	16505		407833	
season	aharen-san-wa-hakarenai-s2	7	2		2025	SPRING		12		179979	18798		407833	
movie	aikatsu-memorial-stage-kagayaki-no-unit-cup-film	8			2025				アイカツ！メモリアルステージ ～輝きのユニットカップ～|ja=アイカツ！メモリアルステージ ～輝きのユニットカップ～|ja-Latn=Aikatsu! Memorial Stage: Kagayaki no Unit Cup	194889				
movie	aikatsu-x-pripara-the-movie-deai-no-kiseki-film	9			2025				アイカツ! × プリパラ THE MOVIE -出会いのキセキ!-|ja=アイカツ! × プリパラ THE MOVIE -出会いのキセキ!-|ja-Latn=Aikatsu! x PriPara the Movie: Deai no Kiseki!	191403	19306			
season	aishiteru-game-wo-owarasetai-s1	10	1		2026	SPRING		12		194393	19382		464717	
season	akane-banashi-s1	11	1		2026	SPRING		12		196935	19513		466488	
season	akujiki-reijou-to-kyouketsu-koushaku-s1	12	1		2025	FALL		12		183291	18941		455754	
season	akuyaku-reijou-tensei-ojisan-s1	13	1		2025	WINTER		12		172453	18366		443906	
season	akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-sareru-s1	14	1		2026	WINTER		12		195518	19512		465498	
movie	aldnoah-zero-re-film	15			2025				アルドノア・ゼロ（Re+）|ja=アルドノア・ゼロ（Re+）|ja-Latn=Aldnoah.Zero (Re+)	185714				
season	alma-chan-wa-kazoku-ni-naritai-s1	16	1		2025	FALL		11		186190	19116		459058	
season	ame-to-kimi-to-s1	17	1		2025	SUMMER		12		180425	18824		453585	
season	ameku-takao-no-suiri-karte-s1	18	1		2025	WINTER		12		176642	18581		448477	
season	anila-to-cocora-s1	19	1		2025	FALL		13		199794	19666		468513	
season	anne-shirley-s1	20	1		2025	SPRING		24		184639	19002		456902	
movie	another-world-film	21			2025				世外|zh-Latn=Another World	184351				
season	ansatsusha-de-aru-ore-no-status-ga-yuusha-yori-mo-akiraka-s1	22	1		2025	FALL		12		186794	19162		460341	
season	ao-no-exorcist-s1	23	1		2011	SPRING		25		9919	8148		248035	
season	ao-no-exorcist-s2	23	2		2017	WINTER		12		21861	12240		248035	
season	ao-no-exorcist-s3	23	3		2024	WINTER		12		158931	17786		248035	
season	ao-no-exorcist-s4	23	4		2024	FALL		12		176311	18561		248035	
season	ao-no-exorcist-s5	23	5		2025	WINTER		12		185880	18735		248035	
season	ao-no-miburo-s1	24	1		2024	FALL		24		169258	18193		439531	
season	ao-no-miburo-s2	24	2		2026	WINTER		14	青のミブロ 芹沢暗殺編|ja=青のミブロ 芹沢暗殺編|ja-Latn=Serizawa Ansatsu-hen	189258	19258		439531	
season	ao-no-orchestra-s1	25	1		2023	SPRING		24		147369	17314		418904	
season	ao-no-orchestra-s2	25	2		2025	FALL		21		170018	18234		418904	
season	apocalypse-hotel-s1	26	1		2025	SPRING		12		180675	18838		453846	
season	araiguma-calcal-dan-s1	27	1		2025	SPRING		24		186522	19049		457737	
season	arknights-rise-from-ember-s1	28	1		2025	SUMMER		10		177175	18602		411800	
season	arne-no-jikenbo-s1	29	1		2026	WINTER		12		183984	18967		456392	
season	around-40-otoko-no-isekai-tsuuhan-s1	30	1		2025	WINTER		13		180292	18818		453353	
season	aru-majo-ga-shinu-made-s1	31	1		2025	SPRING		12		178701	18719		451682	
movie	as-one-film	32			2025				アズワン|ja=アズワン|ja-Latn=As One	187317	19195			
season	awajima-hyakkei-s1	33	1		2026	SPRING		12		177501	18618		449883	
movie	baan-otona-no-kyoukai-film	34			2025				Bâan: 大人の彊界|ja=Bâan: 大人の彊界|ja-Latn=Bâan: Otona no Kyoukai	195494	19441			
season	babanbabanban-vampire-s1	35	1		2025	WINTER		12		175422	18517		446838	
season	bad-girl-s1	36	1		2025	SUMMER		12		178675	18716		451679	
season	ballpark-de-tsukamaete-s1	37	1		2025	SPRING		12		184279	18985		456678	
season	bang-dream-ave-mujica-s1	38	1		2025	WINTER		13		169295	18194		439765	
movie	binan-koukou-chikyuu-bouei-bu-eternal-love-film	39			2025				美男高校地球防衛部ETERNAL LOVE！|ja=美男高校地球防衛部ETERNAL LOVE！|ja-Latn=Binan Koukou Chikyuu Bouei-bu Eternal Love!	179838	18776			
season	binan-koukou-chikyuu-bouei-bu-haikara-s1	40	1		2025	SUMMER		12		188138	19227			
season	black-clover-s1	41	1		2017	FALL		170		97940	12665		331753	
season	black-clover-s2	41	2		2026	WINTER		1		195604	19433			
season	boku-no-hero-academia-s1	42	1		2016	SPRING		13		21459	11739		305074	
season	boku-no-hero-academia-s2	42	2		2017	SPRING		25		21856	12233		305074	
season	boku-no-hero-academia-s3	42	3		2018	SPRING		25		100166	13485		305074	
season	boku-no-hero-academia-s4	42	4		2019	FALL		25		104276	14416		305074	
season	boku-no-hero-academia-s5	42	5		2021	SPRING		25		117193	15484		305074	
season	boku-no-hero-academia-s6	42	6		2022	FALL		25		139630	16793		305074	
season	boku-no-hero-academia-s7	42	7		2024	SPRING		21		163139	17931		305074	
season	boku-no-hero-academia-s8	42	8		2025	FALL		11		182896	18921		305074	
movie	boku-no-film	43			2025				ぼくの！|ja=ぼくの！|ja-Latn=Boku no!	205840				
movie	boku-to-roboko-movie-film	44			2025				僕とロボコ 劇場版|ja=僕とロボコ 劇場版|ja-Latn=Boku to Roboko Movie	166249	18068			
season	botsuraku-yotei-no-kizoku-dakedo-hima-datta-kara-mahou-wo-s1	45	1		2025	WINTER		12		176063	18536		447573	
